,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay
2478,"21. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",Khlong Toei,13.72465,100.56757,Entire home/apt,1166,1,175,2.34,34,21,Short-Term
2482,[AnotherHaus] Mini Loft - BKK airport- HuaMak sta.,Suanluang,13.73388,100.64596,Hotel room,990,1,186,2.45,6,7,Short-Term
2496,"23. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",Khlong Toei,13.72532,100.56848,Entire home/apt,1277,1,170,2.27,34,24,Short-Term
2503,"24. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",Khlong Toei,13.72705,100.56686,Entire home/apt,1147,1,188,2.51,34,32,Short-Term
2509,"22. SUKHUMVIT 24, BTS Phromphong EMPORIUM, WiFi",Khlong Toei,13.72737,100.56811,Entire home/apt,1166,1,159,2.12,34,19,Short-Term
2521,"★ New, Modern | Top Floor | Sky Pool | 10 m to MRT",Huai Khwang,13.79893,100.57502,Entire home/apt,1267,4,191,2.55,1,22,Short-Term
2531,Live Like A Local,Phra Khanong,13.68452,100.61389,Private room,480,2,166,2.22,1,0,Short-Term
2539,"Cozy room in Bangkok , Bts Prakanon & Wifi ,Weekly",Vadhana,13.71519,100.59456,Entire home/apt,941,5,151,2.02,3,8,Short-Term
2556,3 mins walk to BTS sky train free WIFI,Thon buri,13.7179,100.48188,Private room,797,2,126,1.72,1,0,Short-Term
2565,"1Br,Calm,Greenary,near Subway/S1",Huai Khwang,13.76928,100.58104,Private room,1700,1,247,3.35,25,34,Short-Term
2570,GREAT VALUE STUDIO NEAR BTS ON NUT,Suanluang,13.70864,100.60809,Entire home/apt,843,2,193,2.58,1,4,Short-Term
2581,"2BRs connecting door,pool and park",Huai Khwang,13.76928,100.58104,Hotel room,4143,1,129,1.77,25,0,Short-Term
2612,15min to MRT. Private room for 3 (Free Breakfast),Chatu Chak,13.80138,100.57047,Private room,837,1,232,3.18,3,14,Short-Term
2622,Private Chic room - 750m to MRT for Cat Lovers,Chatu Chak,13.81076,100.57239,Private room,1075,2,174,2.36,13,38,Short-Term
2638,"(B)4pp, 7-11, Sukhumvit,Thonglo BTS",Khlong Toei,13.7238,100.57816,Entire home/apt,1300,2,151,2.05,39,29,Short-Term
2642,"Free pick-up, Bangkok Sphere (City View)",Bang Kapi,13.76253,100.64754,Entire home/apt,2571,1,127,1.74,4,4,Short-Term
2658,New Condo 1BR/Sukhumvit 24 /BTS Phomphong,Khlong Toei,13.72183,100.56506,Entire home/apt,1250,28,147,2.02,6,3,Long-Term
2662,Fangthon Legendary,Thon buri,13.72222,100.48336,Private room,799,1,209,2.84,4,11,Short-Term
2675,Elegant 6 Bedrooms House in Heart of Bangkok,Sathon,13.72266,100.54477,Entire home/apt,10570,1,134,1.83,4,20,Short-Term
2697,"A3. PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.78865,100.55435,Entire home/apt,1394,1,148,2.03,34,27,Short-Term
2698,"C3.PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.78927,100.55313,Entire home/apt,1394,1,173,2.37,34,35,Short-Term
2699,"A2. PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.79052,100.55486,Entire home/apt,1523,1,194,2.65,34,47,Short-Term
2702,"C2 .PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.78975,100.55347,Entire home/apt,1523,1,157,2.14,34,37,Short-Term
2708,Chic place in heart of Bangkok,Vadhana,13.73913,100.56027,Private room,650,1,138,1.9,7,15,Short-Term
2709,"4pp walk 3minute BTS,Asok/Sukhmvt,Terminal21",Vadhana,13.73539,100.56321,Entire home/apt,1500,5,171,2.42,39,14,Short-Term
2710,Sleep in the heart of Bangkok,Vadhana,13.73907,100.56029,Private room,1017,2,150,2.06,7,23,Short-Term
2725,Ba hao Residence x MAITRI CHIT ROOM,Pom Prap Sattru Phai,13.7403,100.51407,Private room,3714,1,402,5.84,2,73,Short-Term
2732,4ppAsok/Sukhumvit BTS100mTerminal21,Khlong Toei,13.73586,100.56194,Entire home/apt,1400,1,173,2.45,39,18,Short-Term
2737,Train Adventurers,Thon buri,13.72082,100.48158,Private room,799,1,153,2.11,4,1,Short-Term
2742,"3 BRS,Calm and Greenery,near subway",Huai Khwang,13.76921,100.58103,Private room,6215,1,124,1.69,25,0,Short-Term
2749,Quiet & Natural Thai Poolside Suite Onnut,Suanluang,13.73154,100.62038,Entire home/apt,1732,2,150,2.12,3,15,Short-Term
2750,曼谷新唐人街地铁汇狂站出口5分钟  火车夜市 代购按摩街 大型B-C超市 建兴酒家 华人必住民宿12,Huai Khwang,13.77895,100.57565,Entire home/apt,750,1,221,3.08,34,0,Short-Term
2756,"3 mins walk to BTS, Cozy, Nice View,Wifi, Pool,Gym",Thon buri,13.71116,100.47632,Entire home/apt,851,5,148,2.04,10,9,Short-Term
2758,*Hidden Oasis Bangkok 2 | Near ICONSIAM,Khlong San,13.7247389,100.507924,Private room,841,1,195,2.7,2,29,Short-Term
2765,Cozy place nearby Khaosan road!(Banglumpoo place),Phra Nakhon,13.76208,100.49606,Entire home/apt,930,1,141,1.93,1,0,Short-Term
2786,"A1. SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.7894,100.55487,Entire home/apt,1261,1,158,2.17,34,48,Short-Term
2787,"B1. SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.79041,100.5548,Entire home/apt,1261,1,148,2.03,34,41,Short-Term
2788,"C1.SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",Phaya Thai,13.78899,100.55512,Entire home/apt,1261,1,146,2.0,34,44,Short-Term
2792,*Hidden Oasis Bangkok 1 | Near ICONSIAM,Khlong San,13.7247389,100.507924,Private room,855,1,140,1.96,2,22,Short-Term
2810,Best choice - comfort & chic - walk to RoyalPalace,Phra Nakhon,13.74844,100.49832,Private room,1034,1,272,3.79,8,18,Short-Term
2812,Comfort chic & budget on 4 fl -walk to RoyalPalace,Phra Nakhon,13.7482,100.49683,Private room,867,1,330,4.6,8,17,Short-Term
2820,Supalai Park Phaholyothin 21,Chatu Chak,13.82367,100.56357,Entire home/apt,600,2,155,2.16,2,28,Short-Term
2833,Townhouse/nonsmoker Modern/Silent! Fast Wi-Fi. A/C,Bang Na,13.68299,100.61753,Private room,470,3,126,1.81,7,1,Short-Term
2843,20% Discount Cozy Convenient to #WorkfromHome WiFi,Vadhana,13.71625,100.59419,Entire home/apt,1299,28,216,3.01,36,8,Long-Term
2845,曼谷地铁汇狂站出口5分钟 曼谷最大火车汇狂夜市 代购按摩街 暹罗剧场 建兴酒家 华人必住民宿5,Huai Khwang,13.77975,100.57872,Private room,680,1,253,3.47,34,0,Short-Term
2874,曼谷地铁汇狂站1号出口5分钟 曼谷最大火车夜市 代购按摩街 汇狂夜市 建兴酒家 华人必住民宿2,Huai Khwang,13.78066,100.57675,Private room,886,1,250,3.45,34,0,Short-Term
2925,"Mein Haus @Bangpo ""Like your friend's house""",Bang Sue,13.80284,100.52288,Entire home/apt,1554,1,198,2.79,3,18,Short-Term
2937,Children’s Way  “Air3nity” Family’s Friendly,Bang Rak,13.72496,100.53164,Entire home/apt,3864,1,208,2.96,6,30,Short-Term
2939,"*Bangkok 1 bedroom in great location,Rooftop pool",Vadhana,13.73161,100.58591,Entire home/apt,1576,1,171,2.41,7,21,Short-Term
2948,"Luxury 2 BR/2 Bath,3 Mins BTS NANA,GYM,POOL,WIFI",Khlong Toei,13.73789,100.55586,Entire home/apt,2800,2,227,3.26,1,1,Short-Term
2950,"Bangkok best holiday Spacious 3BR, BTS,BRT",Bang Rak,13.72466,100.53066,Hotel room,4000,1,200,2.8,10,15,Short-Term
2976,HappyZleepy110_Nana &Asoke BTS/Resort pool/300wifi,Vadhana,13.74644,100.55706,Entire home/apt,1551,1,129,1.85,33,7,Short-Term
2982,20% off Long Stay Quiet Amenity-Packed WFH Comfort,Din Daeng,13.77631,100.5594,Private room,700,1,155,2.16,3,2,Short-Term
2996,Luxury  3 bedrooms BTS BRT-11DN,Bang Rak,13.72437,100.53062,Entire home/apt,4000,1,161,2.31,10,8,Short-Term
3047,曼谷MRT汇狂地铁站1号出口5分钟 超值华人必住民宿 象鼻财神 建兴酒家 代购一条街 自由行首选7,Huai Khwang,13.77885,100.57717,Private room,680,1,185,2.65,34,0,Short-Term
3069,"Cozy apartment, Saphan Taksin BTS & Boat pier",Sathon,13.71401,100.51429,Entire home/apt,800,3,118,1.7,1,5,Short-Term
3077,Blue bliss by 6days7nights@BTS Ratchathewi,Ratchathewi,13.75268,100.52752,Private room,670,1,121,1.74,6,1,Short-Term
3078,Feel Like Home Condominium#1,Phaya Thai,13.78915,100.55174,Entire home/apt,900,30,125,1.78,13,0,Long-Term
3081,曼谷(MRT)匯狂地鐵站1號出口5分鐘 超值華人必住民宿 象鼻財神 建興酒家 代購一條街 自由行首選,Huai Khwang,13.77871,100.57606,Private room,650,1,203,2.89,34,1,Short-Term
3086,Superior Resort-like Condo in BKK中文服务,Huai Khwang,13.76044,100.56944,Entire home/apt,2239,30,188,2.71,21,0,Long-Term
3089,Sunlit Deluxe Studio with Queen bed & A/C (4/5),Sathon,13.7054,100.52651,Entire home/apt,690,2,181,2.68,1,45,Short-Term
3098,"Private house in old town, 5min walk to Khoasan rd",Phra Nakhon,13.75917,100.50276,Entire home/apt,2850,2,253,3.64,5,18,Short-Term
3102,Big room! closed to Nana BTS special price,Khlong Toei,13.73812,100.55202,Entire home/apt,1350,1,148,2.1,7,31,Short-Term
3108,72/3 Bangrak studio 1,Bang Rak,13.72262,100.51635,Private room,599,2,221,3.24,4,8,Short-Term
3109,2BR/wifi/1 min to BTS On nut/提供中文服务,Khlong Toei,13.70396,100.59967,Entire home/apt,1800,1,218,3.2,1,0,Short-Term
3112,"River Front Golden Teak Home,",Thon buri,13.72476,100.48624,Private room,3000,1,190,2.71,7,24,Short-Term
3135,@Ratchathewi  room by6days7nights@BTS ratchathewi,Ratchathewi,13.75229,100.5276,Private room,503,1,176,2.51,6,27,Short-Term
3136,TukTuk by 6days7nightsbkk@BTS ratchathewi,Ratchathewi,13.75086,100.5285,Private room,868,1,122,1.73,6,0,Short-Term
3143,BaanKhon 1 Aircon Khoasan n Grand Palace,Phra Nakhon,13.75496,100.50108,Entire home/apt,1750,1,146,2.1,2,11,Short-Term
3144,R2 BaanKhon near KhoaSan rd. Air-con&bathroom,Phra Nakhon,13.75498,100.50095,Private room,979,2,148,2.15,2,6,Short-Term
3151,็Happy BKK by6days7nightsbkk@BTS Ratchathewi,Ratchathewi,13.75227,100.52814,Private room,502,1,136,1.94,6,9,Short-Term
3233,Fantastic Resort-like Condo in Bangkok中文服务,Huai Khwang,13.76044,100.56944,Entire home/apt,2736,4,186,2.68,21,8,Short-Term
3239,曼谷新唐人街汇狂地铁站1号5分钟 超值华人民宿 火车夜市 建兴酒家 代购按摩一条街 自由行首选10,Huai Khwang,13.77901,100.57617,Private room,660,1,125,1.81,34,0,Short-Term
3245,ChillHouse24 @ DonMueang,Don Mueang,13.92486,100.60001,Entire home/apt,1290,1,156,2.28,1,2,Short-Term
3247,Spacious 2 BR. 140 Sqm. Central Located 5 mins BTS,Sathon,13.72089,100.53052,Entire home/apt,3800,3,117,1.7,6,4,Short-Term
3250,曼谷新唐人街地铁汇狂站5分钟  最大火车夜市 代购按摩街 大型BC超市  建兴酒家 华人必住民宿15,Huai Khwang,13.77976,100.57503,Private room,650,1,155,2.22,34,0,Short-Term
3258,ฺBen's Place,Bang Rak,13.72255,100.51773,Private room,599,2,177,2.54,4,13,Short-Term
3265,20% Discount 500Mbps WiFi Kitchen Night Market BTS,Vadhana,13.71569,100.59571,Entire home/apt,1369,28,315,4.49,36,10,Long-Term
3266,Breezy Condo Next To St Food&Night Life: II,Vadhana,13.74664,100.55775,Entire home/apt,1200,30,132,1.94,36,24,Long-Term
3275,曼谷新唐人街地铁汇狂站5分钟 最大火车夜市 代购按摩街 大型BC超市 建兴酒家 华人中文必住民宿13,Din Daeng,13.78104,100.57292,Entire home/apt,680,1,123,1.83,34,0,Short-Term
3286,CLEAN & COZY HOUSE 3KM. / 10 MIN. TO AIRPORT(No.3),Don Mueang,13.91242,100.58286,Private room,5000,30,144,2.1,2,0,Long-Term
3295,Luxurious Ivy Thonglo 1 BR Living @ Thonglo BTS,Vadhana,13.73803,100.58404,Entire home/apt,1127,1,138,2.0,22,29,Short-Term
3306,"☆ 1 min from BTS, WIFI, Only for monthly rental.",Vadhana,13.71586,100.5938,Entire home/apt,1455,30,145,2.07,2,0,Long-Term
3335,Ba hao Residence x SANTIPHAP ROOM,Pom Prap Sattru Phai,13.7403,100.51407,Private room,3714,1,330,4.75,2,67,Short-Term
3346,Feel Like Home Condominium#2,Phaya Thai,13.78726,100.55357,Entire home/apt,900,30,114,1.75,13,0,Long-Term
3355,2B-2BEDROOMS/3BATHS BKK DOWNTOWN @ ASOKE BTS/MRT,Vadhana,13.7468,100.55889,Entire home/apt,5117,2,127,1.85,15,20,Short-Term
3357,Eclectic modern studio room,Parthum Wan,13.73406,100.52733,Entire home/apt,2279,5,119,1.74,2,17,Short-Term
3364,Classic Nouveau Apartment Silom Air3nity,Bang Rak,13.72519,100.53154,Entire home/apt,3814,1,156,2.38,6,2,Short-Term
3367,"(W2) 2BR/MRT Samyan/Near MBK, Paragon, Silom/WIFI",Bang Rak,13.73244,100.52684,Entire home/apt,2701,1,162,2.37,8,0,Short-Term
3376,Bangkok best  215 sqm for 6 people-11CW,Bang Rak,13.72435,100.53067,Entire home/apt,4000,1,217,3.19,10,22,Short-Term
3405,24Vacation Townhome-nearBTS Ekamai,Vadhana,13.72096,100.59028,Entire home/apt,3700,1,118,1.73,1,26,Short-Term
3409,Infinity Pool 41fl Lux Sukhumvit 24 Bts PhromPhong,Khlong Toei,13.722739,100.566139,Entire home/apt,1439,19,187,3.08,1,8,Short-Term
3413,#Value for money with  Breakfast+WiFi+Netflix #,Huai Khwang,13.75925,100.56743,Entire home/apt,3117,3,115,1.69,1,17,Short-Term
3465,"Scandinavian Home BKK, near Rod Fai Night Market",Huai Khwang,13.7716,100.57458,Entire home/apt,1743,28,212,3.13,5,1,Long-Term
3472,"Warm NYC Loft, MRT, WiFi, 24hr Food STREET",Din Daeng,13.77187,100.57277,Entire home/apt,1714,28,178,2.65,5,3,Long-Term
3499,ASSEMBLY HOSTEL (Triple Room NO.3),Bang Kho laen,13.70822,100.51021,Private room,850,1,136,2.06,3,0,Short-Term
3511,"Fahsai Thai Wooden Home stay, D.I.Y coffee, BRT",Yan na wa,13.67561,100.53575,Private room,990,1,141,2.12,5,0,Short-Term
3539,King size bed/Free Wifi/2 mins to Phrom phong BTS,Khlong Toei,13.72745,100.56982,Entire home/apt,1390,5,126,1.89,1,22,Short-Term
3547,Luvly n Cozy place w/ Easy BKK All Area Accessible,Din Daeng,13.80018,100.57461,Entire home/apt,658,3,135,2.02,1,20,Short-Term
3560,Urban garden Room walk 3 mins to BTS,Bang Rak,13.72129,100.5217,Entire home/apt,1034,1,174,2.73,5,20,Short-Term
3562,15min BKK Airport/Swimming Pool/Near Mall,Lat Krabang,13.72104,100.72451,Hotel room,1199,1,168,2.51,4,147,Short-Term
3564,"Central Located, 2 BR, Spacious 140 Sqm. BTS 5 Min",Sathon,13.72135,100.53223,Entire home/apt,3686,3,127,1.89,6,12,Short-Term
3591,曼谷MRT汇狂地铁1号出口5分钟 市中心 代购按摩街 双夜市 四大购物城 建兴酒家 华人必住民宿1,Huai Khwang,13.78142,100.57689,Private room,650,1,138,2.09,34,0,Short-Term
3600,"Silom in Town, BTS Saladang, Work Relax Swimming",Bang Rak,13.7268,100.53,Entire home/apt,1257,1,257,3.82,15,46,Short-Term
3622,100 sqm - High Floor 2BR with panorama City View,Huai Khwang,13.76155,100.56949,Entire home/apt,3195,4,151,2.29,13,25,Short-Term
3653,BKK CENTER +Platinum Centralworld,Ratchathewi,13.75073,100.53761,Entire home/apt,1649,2,129,1.94,10,14,Short-Term
3675,Cozy 1BR Thai-Style House | Big Garden | Dusit,Dusit,13.77998,100.52507,Entire home/apt,2379,2,129,2.01,1,21,Short-Term
3681,"The Luxury Edge, 5min Asok BTS/MRT",Vadhana,13.73726,100.56266,Entire home/apt,2071,5,109,1.68,2,24,Short-Term
3699,1 step BTS & Shopping mall/POOL/WiFi 中文,Thon buri,13.71591,100.47993,Entire home/apt,833,28,145,2.23,3,10,Long-Term
3727,Cozy studio apartment by Lux at Ideo Wuttagard.,Chom Thong,13.71459,100.4666,Private room,546,2,157,2.74,9,23,Short-Term
3734,Spacious 3 bedrooms very close to sky train-11CS,Bang Rak,13.72471,100.5305,Entire home/apt,3983,1,177,2.72,10,7,Short-Term
3737,Beautiful One Bedroom Apartment Near Skytrain,Phaya Thai,13.77369,100.54079,Entire home/apt,1571,3,1224,19.13,1,109,Short-Term
3738,Fabulous Resort-like Condo in Central Bangkok中文服务,Huai Khwang,13.76044,100.56944,Entire home/apt,2239,3,208,3.26,21,10,Short-Term
3755,Asoke x Petchburi AirportLink+MRT 450 m 3 min walk,Vadhana,13.74722,100.56585,Entire home/apt,2070,1,137,2.19,1,27,Short-Term
3761,"Bohemian Abode, Work from Home, Experience Night Market",Din Daeng,13.77221,100.5733,Entire home/apt,1693,28,224,3.41,5,4,Long-Term
3770,❤️20%Off Bangkok City Remarkable Choice nr BTS WiFi,Khlong Toei,13.71377,100.59177,Entire home/apt,1499,28,193,3.01,36,9,Long-Term
3786,The Mustang Nero/No.9 Octopus's Garden,Khlong Toei,13.73189,100.56685,Hotel room,2329,1,222,3.38,10,22,Short-Term
3789,"HappyZleepy38_2mins to Nana BTS,WiFi speed 500 MBs",Vadhana,13.74252,100.55513,Entire home/apt,1479,1,160,2.52,33,43,Short-Term
3790,Clean Cozy Comfort easy to go Grand Palace&Khaosan,Bang Phlat,13.77665,100.48404,Entire home/apt,1658,15,112,1.76,4,0,Short-Term
3791,"The Mustang Nero/No.10 ""Rocky Raccoon""",Khlong Toei,13.71239,100.59397,Hotel room,2329,1,138,2.1,10,3,Short-Term
3792,Ente Space-China Town| Eat Drink Nap!! - LEO 4th,Samphanthawong,13.736792818036871,100.51279786078103,Private room,890,1,133,2.03,3,3,Short-Term
3798,2BRs/Rama9 MRT/Super Clean/Quiet/Pool/Gym/Plaza,Huai Khwang,13.76025,100.57023,Entire home/apt,1800,4,120,1.93,6,2,Short-Term
3815,City center luxury 3 bedroom /sky train,Bang Rak,13.72473,100.53038,Entire home/apt,4000,1,133,2.03,10,0,Short-Term
3835,"Private townhouse, house A, near BTS Ekkamai(E7)",Vadhana,13.71875,100.58933,Entire home/apt,2850,2,163,2.56,5,15,Short-Term
3844,Sweet Home,Bang Rak,13.72448,100.51835,Private room,524,2,227,3.48,4,36,Short-Term
3846,Silom Lovely anime smile :  ) BTS Saladang,Bang Rak,13.72705,100.53052,Entire home/apt,1286,1,212,3.59,15,68,Short-Term
3848,"""Feel Like Home"" 4 BR Townhouse @ BTS ONNUT",Khlong Toei,13.70899,100.59392,Entire home/apt,5214,2,147,2.31,5,6,Short-Term
3864,Selfcheckin/Silom/3MinstoBTS/superspeedwifi/Pantry,Bang Rak,13.72125,100.52177,Entire home/apt,1153,1,132,2.07,5,31,Short-Term
3874,曼谷地铁汇狂站5分钟 曼谷最大火车夜市 代购按摩街 暹罗天使剧场 建兴酒家 华人中文必住民宿6,Huai Khwang,13.77911,100.57544,Entire home/apt,700,1,120,1.89,34,0,Short-Term
3876,EntireHouse/MRT/Samyan/Siam/Streetfood/Railway Stn,Parthum Wan,13.73625,100.52193,Entire home/apt,1779,2,214,3.34,3,31,Short-Term
3933,"Modern Studio, 1 step to MRT, near Chatuchak",Bang Sue,13.81896,100.53214,Entire home/apt,700,5,125,1.97,22,27,Short-Term
3939,Silom 2 Bedrooms BTS(S6),Bang Rak,13.72231,100.51765,Entire home/apt,1039,1,107,1.68,15,0,Short-Term
3940,"The Muse Haus in Asoke ( Sleep 4,walk to BTS/MRT)",Khlong Toei,13.72556,100.56302,Entire home/apt,2857,2,329,5.19,36,62,Short-Term
3945,The Equestrian Nice view. 250 mtr from BTS.,Phaya Thai,13.77574,100.54308,Entire home/apt,1486,2,152,2.39,1,13,Short-Term
3946,Superb location! Brand new luxury Studio Haus #3,Parthum Wan,13.74232,100.54515,Entire home/apt,2580,28,113,1.76,3,2,Long-Term
3985,"【COZY & CENTRAL】0-min BTS Asok, NETFLIX, FAST WIFI",Vadhana,13.73622,100.56196,Entire home/apt,2400,1,223,3.51,23,47,Short-Term
3993,[AnotherHaus]Garden Loft - BKKairport- HuaMak sta.,Suanluang,13.73249,100.64701,Entire home/apt,1400,1,236,3.75,6,35,Short-Term
3996,Breezy Condo Next To St Food&Night Life: III,Vadhana,13.74565,100.5571,Entire home/apt,1300,30,190,3.0,36,47,Long-Term
4012,Spacious Apt@heart of BKK/5min walk to BTS/4-10pax,Vadhana,13.74687,100.55027,Entire home/apt,3500,2,217,3.49,36,45,Short-Term
4050,★4BDs Design House ★ w/ large living and working,Phaya Thai,13.78335,100.54137,Entire home/apt,8321,1,144,2.28,4,30,Short-Term
4051,2BR2BA/kitchen/3MinwalkBTS/Hispeedwifi/Selfcheckin,Bang Rak,13.72124,100.52181,Entire home/apt,1935,1,204,3.23,5,31,Short-Term
4060,Studio 30 sqm (4B),Vadhana,13.73432,100.57187,Entire home/apt,1114,1,113,1.78,7,17,Short-Term
4074,"Private Room, Cozy & Clean by Smile GrayRoom",Din Daeng,13.77721,100.56063,Private room,700,2,126,2.04,2,13,Short-Term
4077,Cozy private room surrounded by street food,Din Daeng,13.77258,100.55768,Private room,500,1,107,1.69,2,2,Short-Term
4095,Na Banglampoo Hotel,Phra Nakhon,13.76279,100.4979,Private room,750,1,123,2.09,9,0,Short-Term
4123,Extra large room near Khaosan up to 6 people #2,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,858,1,212,3.49,10,27,Short-Term
4124,Extra large room near Khaosan up to 6 people #4,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,949,1,186,3.07,10,24,Short-Term
4139,"A2.7 Family room Nr Pratunam,Platinum,Airport Link",Ratchathewi,13.75554,100.54035,Private room,1557,2,132,2.1,1,14,Short-Term
4151,Big Apt near Khaosan/Grand palace Up to 6 Per.#115,Pom Prap Sattru Phai,13.75841,100.50815,Entire home/apt,899,1,131,2.22,10,27,Short-Term
4168,Big Groups Heaven in Central Location,Khlong Toei,13.7160644,100.5897065,Entire home/apt,8000,2,12,1.98,4,12,Short-Term
4174,"【FAMILY & GROUP】0-min BTS, SMART TV, WIFI, NETFLIX",Vadhana,13.73771,100.55988,Entire home/apt,2429,1,154,2.5,23,27,Short-Term
4198,"2.SALADAENG 1 ALLEY, BTS/MRT Silom-Siam  WiFi",Bang Rak,13.72566,100.5389,Entire home/apt,4086,1,152,2.43,34,38,Short-Term
4221,Unique 270°Pano CBD view@Silom Sathon a min to BTS,Bang Rak,13.72245,100.52761,Entire home/apt,1650,15,118,1.94,1,3,Short-Term
4228,Architect's House near Chatuchak Market,Chatu Chak,13.80243,100.55984,Entire home/apt,4000,1,140,2.29,1,0,Short-Term
4238,Studio Room 10 mins to Don Mueang Airport (DMK),Lak Si,13.86942,100.57981,Private room,750,1,175,2.81,9,11,Short-Term
4246,"20% off Long Stay, Balcony, Quiet-Comfy WFH for 2",Din Daeng,13.77627,100.5594,Private room,610,1,129,2.12,3,3,Short-Term
4253,❤ Cozy Studio Across From Asiatique Night Market.❤,Bang Kho laen,13.70378,100.50618,Entire home/apt,910,2,106,1.75,7,19,Short-Term
4256,BACKPACKER Budget Apartment 1,Din Daeng,13.7939488,100.5710429,Private room,561,1,153,2.5,10,11,Short-Term
4290,Canalfront Tiny House | near BKK historic spots,Thon buri,13.73933,100.48966,Private room,1465,1,145,2.49,1,22,Short-Term
4305,Summer Buffalo Loft @JJ Market&BTS SaphanKwai+Wifi,Phaya Thai,13.79511,100.5487,Private room,615,2,101,1.7,1,0,Short-Term
4317,HAP@Sathorn 1BR Central near mrt Lumpini3,Sathon,13.72033,100.54819,Private room,900,1,101,1.69,4,18,Short-Term
4326,Breezy Condo Next To St Food&Night Life: IV,Vadhana,13.74681,100.55698,Entire home/apt,1200,30,125,2.09,36,37,Long-Term
4328,Better Moon : Pin's Room - Free WIFI,Vadhana,13.70748,100.60169,Entire home/apt,1529,1,102,1.72,10,24,Short-Term
4358,THE ROYAL MASTERPIECE LUXURY:3BR /WIFI/POOL/MRT,Huai Khwang,13.75918,100.56972,Entire home/apt,7100,1,103,1.72,19,12,Short-Term
