,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
9512,The Tree Rio 温馨小屋,Bang Phlat,13.79908,100.50674,Private room,497,30,0,0.0,1,0,Long-Term,not_popular
9513,温馨Studio摩天轮夜市王权云顶Blossom condo@Shathon surasakBTS,Sathon,13.71055,100.52076,Private room,623,200,2,0.05,13,0,Long-Term,not_popular
9514,The Private: Sukhumvit 97/1 - Next to BTS/Bangchak,Phra Khanong,13.69763,100.60784,Entire home/apt,2500,30,0,0.0,1,0,Long-Term,not_popular
9515,blossom两室一厅/摩天轮夜市周边/免费泳池健身房温馨公寓/小区设施齐全/surasak BTS,Sathon,13.71225,100.51966,Entire home/apt,1200,208,4,0.11,13,0,Long-Term,not_popular
9516,Nice Room Full Furnished 1 step from MRT Bangson,Bang Sue,13.81832,100.53316,Entire home/apt,1321,4,0,0.0,1,0,Short-Term,not_popular
9517,Guest house Thai village,Huai Khwang,13.74887,100.58269,Entire home/apt,3500,2,1,0.12,1,1,Short-Term,not_popular
9518,MOJO HOUSE & BLUE JAY WAY ROOM (Double Room),Phra Nakhon,13.75498,100.49746,Private room,1310,1,60,1.64,2,52,Short-Term,not_popular
9519,Ekamai BTS clean and new  condo 5 mins to Thonglor,Khlong Toei,13.71513,100.58248,Entire home/apt,652,1,27,0.72,2,21,Short-Term,not_popular
9520,BTS / monthly / Sathorn / POOL,Sathon,13.71033,100.5193,Entire home/apt,1214,15,3,0.09,3,2,Short-Term,not_popular
9521,The.Tree Rio高层精装修B1,Bang Phlat,13.80121,100.50851,Entire home/apt,800,90,1,0.19,11,1,Long-Term,not_popular
9522,Vovage Condo-hostel,Huai Khwang,13.754,100.57685,Shared room,777,1,0,0.0,1,0,Short-Term,not_popular
9523,PomPomHome(DuplexRoom),Bang Na,13.66507,100.62401,Private room,1500,1,0,0.0,8,0,Short-Term,not_popular
9524,Deluxe 2 single bed,Bang Rak,13.73473,100.52233,Private room,2100,1,1,0.3,2,1,Short-Term,not_popular
9525,全新兩房一客廳，兩廁所廚房冷氣具備。靠近快速公路，在曼谷市中心離機場20分鐘。旁邊有百貨公司以及夜市,Lat Phrao,13.82961,100.62013,Entire home/apt,3000,2,2,0.06,2,1,Short-Term,not_popular
9526,Cozy living,Phaya Thai,13.78799,100.54454,Entire home/apt,1299,3,3,0.08,1,0,Short-Term,not_popular
9527,2 Bedroom for Rent only100m. To BTS Sukhumvit Road,Vadhana,13.7069,100.60055,Entire home/apt,1732,30,0,0.0,1,0,Long-Term,not_popular
9528,F04暹罗中心四面佛/水门市场/37F pool/五星级私人电梯/3mins to BTS/中文服务,Parthum Wan,13.74739,100.53322,Entire home/apt,2000,3,13,0.35,2,0,Short-Term,not_popular
9529,Private fan room with local family,Bangkok Noi,13.75421,100.47077,Private room,300,1,1,0.03,1,0,Short-Term,not_popular
9530,Cozy Apartment Next to Airport Link,Suanluang,13.7451,100.60244,Entire home/apt,889,60,0,0.0,1,0,Long-Term,not_popular
9531,★Spacious room 55 sq.m.★ 『Central BKK/Nana BTS』,Khlong Toei,13.73982,100.55387,Entire home/apt,1085,1,6,0.16,1,2,Short-Term,not_popular
9532,Entire Townhouse near Grand Palace & Kao Saan Road,Bang Phlat,13.78431,100.4745,Entire home/apt,4563,2,41,1.11,1,27,Short-Term,not_popular
9533,"116 Sukhumvit22, BTS&MRT Phrompong/Asok, NETFLIX,3",Khlong Toei,13.72518,100.56434,Entire home/apt,1200,1,16,0.43,4,3,Short-Term,not_popular
9534,Spacious 3BR Sukhumvit apartment near BTS Nana,Vadhana,13.74141,100.55603,Entire home/apt,5150,1,18,0.48,9,9,Short-Term,not_popular
9535,Central & cozy corner studio steps from Asoke BTS,Khlong Toei,13.73801,100.55876,Private room,3536,1,10,0.27,2,2,Short-Term,not_popular
9536,Private B&B - ⭐15 min to ASOKE/PHROMPHONG skytrain,Vadhana,13.74123,100.56692,Private room,1100,1,0,0.0,1,0,Short-Term,not_popular
9537,52楼曼谷360度夜景抖音IG网红高级公寓/MRT/火车夜市/Asoke暹罗广场/康民医院,Ratchathewi,13.74927,100.55567,Entire home/apt,3999,1,1,0.03,1,0,Short-Term,not_popular
9538,A Charming Cozy 1-Bedroom with An Ozone Atmosphere,Parthum Wan,13.73653,100.5238,Private room,2400,1,0,0.0,2,0,Short-Term,not_popular
9539,City Center of Victory Monument home stay,Phaya Thai,13.76927,100.5389,Private room,450,1,0,0.0,1,0,Short-Term,not_popular
9540,"CBD Sukhumvit BTS Asoke, MRT QueenSirikit. Luxury",Khlong Toei,13.72449,100.56209,Entire home/apt,900,30,1,0.05,1,0,Long-Term,not_popular
9541,M19一室一厅扎度扎周末市场附近/尚泰购物城区/地铁站MRT/门口双条车/24小时安保/泳池健身房,Din Daeng,13.79768,100.5707,Entire home/apt,1350,300,2,0.05,13,0,Long-Term,not_popular
9542,Cozy Villa Hotel Bangkok,Ratchathewi,13.75562,100.54064,Private room,820,1,6,0.16,2,4,Short-Term,not_popular
9543,Peony House Bangkok near grand palace,Phra Nakhon,13.74763,100.50146,Entire home/apt,1839,1,40,1.06,2,33,Short-Term,not_popular
9544,Airee 1098 : 5 bedrooms apartment at MRT Sutthisan,Din Daeng,13.78836,100.56451,Entire home/apt,8111,2,8,0.22,9,3,Short-Term,not_popular
9545,1 Bedroom near Subway and skytrain BANGKOK,Chatu Chak,13.80883,100.56627,Entire home/apt,2217,4,16,0.43,8,12,Short-Term,not_popular
9546,D condo Ramkhamhaeng,Wang Thong Lang,13.75209,100.60467,Private room,1000,2,2,0.05,1,0,Short-Term,not_popular
9547,Nana四面佛酒吧街.2 bedroom新星时代主义.Near MRT and BTS提供接机服务,Ratchathewi,13.7507,100.55543,Entire home/apt,2980,365,7,0.19,9,0,Long-Term,not_popular
9548,"清风自来 如沐春风 我心安好 便是晴天/Quiet with wifi, longterm stay",Khlong Toei,13.70368,100.5937,Private room,800,30,3,0.17,27,0,Long-Term,not_popular
9549,"A28 Quiet and Cozy room, feeling home. 安静舒适，家一样的感觉",Khlong Toei,13.70466,100.59372,Entire home/apt,739,28,13,0.35,27,2,Long-Term,not_popular
9550,近EKKAMAI BTS/贵妇商圈 /coffee shop/brunch集合区7/11便利店,Khlong Toei,13.71675,100.56934,Entire home/apt,995,3,2,0.36,26,2,Short-Term,not_popular
9551,NiceApartmnt nearBTS Bangkok RiverView FreeSeafood,Sathon,13.71556,100.51456,Entire home/apt,2200,1,0,0.0,3,0,Short-Term,not_popular
9552,New Charming XL Studio in the heart of Bangkok,Vadhana,13.73869,100.56517,Entire home/apt,2500,1,86,2.3,1,49,Short-Term,popular
9553,"F01 - Family Hub - 4 Adults @ Pratunam, Bangkok",Ratchathewi,13.75436,100.53545,Private room,3000,1,0,0.0,9,0,Short-Term,not_popular
9554,RFG Siamese Nanglinchee  (Two Bedroom) 207,Yan na wa,13.70145,100.54436,Private room,2400,1,0,0.0,2,0,Short-Term,not_popular
9555,"Pacific Residence 39, 1 LDK Garden View",Vadhana,13.74164,100.57159,Entire home/apt,2160,1,0,0.0,6,0,Short-Term,not_popular
9556,Brassa room 8133,Wang Thong Lang,13.76431,100.62187,Private room,762,1,0,0.0,3,0,Short-Term,not_popular
9557,Lady Room 4 Bed with Shared Bathroom,Phra Nakhon,13.75873,100.49882,Shared room,320,1,0,0.0,4,0,Short-Term,not_popular
9558,Standard Room 10 Bed With Shared Bathroom,Phra Nakhon,13.75938,100.49829,Shared room,304,1,1,0.79,4,1,Short-Term,not_popular
9559,Jintana Residence @Ari 08,Phaya Thai,13.77553,100.5325,Private room,678,1,14,0.38,11,0,Short-Term,not_popular
9560,World Famous View! Luxurious 5⭐ Boat/Train/Markets,Bang Rak,13.72024,100.51653,Entire home/apt,3857,2,159,4.31,8,90,Short-Term,popular
9561,Townhomes for Families,Suanluang,13.72197,100.62804,Entire home/apt,4500,2,0,0.0,1,0,Short-Term,not_popular
9562,เสรีสุข อพาร์ทเมนท์,Suanluang,13.71152,100.63389,Private room,450,1,0,0.0,1,0,Short-Term,not_popular
9563,Silom Studio near Skytrain w/ Gym and Huge Pool,Bang Rak,13.72515,100.53153,Entire home/apt,1160,1,6,0.17,1,0,Short-Term,not_popular
9564,BEYOND LUXURIOUS : 2BR 2WC/WIFI/MRT/BIGGEST POOL,Huai Khwang,13.76158,100.56931,Entire home/apt,4814,1,31,1.09,44,21,Short-Term,not_popular
9565,Shakira Hostel Deluxe Double Room Bangkok,Suanluang,13.71309,100.64243,Private room,680,1,0,0.0,2,0,Short-Term,not_popular
9566,Pets Friendly room,Khlong San,13.72115,100.50818,Private room,1000,2,2,0.05,10,0,Short-Term,not_popular
9567,พัชรพลอพาร์ทเม้นท์,Chatu Chak,13.81368,100.58333,Private room,2200,1,0,0.0,1,0,Short-Term,not_popular
9568,New!  La Chada Night Market studio 2PPL near MRT,Huai Khwang,13.76538,100.58617,Entire home/apt,1000,1,8,0.21,228,0,Short-Term,not_popular
9569,New!Near The Grand Palace/ASOK Station/Bankok,Khlong Toei,13.73565,100.55738,Entire home/apt,2343,1,27,0.72,228,10,Short-Term,not_popular
9570,Affordable Stay within Nightlife Sukhumvit Bangkok,Bang Rak,13.73113,100.51666,Private room,2050,1,1,0.03,10,0,Short-Term,not_popular
9571,Cozy1BR/5 min to Airport Link/near Ekamai/Thonglor,Bang Kapi,13.74673,100.60603,Entire home/apt,820,7,2,0.05,1,0,Short-Term,not_popular
9572,Nice room near Airport link easy to explore BKK!,Bang Kapi,13.74778,100.60652,Entire home/apt,999,1,1,1.0,1,1,Short-Term,not_popular
9573,Anan​ apartment,Huai Khwang,13.77216,100.57713,Entire home/apt,500,1,0,0.0,1,0,Short-Term,not_popular
9574,N.105 l 39 SQM studio suite next to Novotel Hotel,Khlong Toei,13.74129,100.55309,Entire home/apt,1400,1,48,1.28,3,15,Short-Term,not_popular
9575,M19扎都扎周末市场附近/尚泰购物城区/地铁站MRT/门口双条车/大开间房/24小时安保/泳池健身房,Din Daeng,13.796,100.57016,Entire home/apt,1200,300,0,0.0,13,0,Long-Term,not_popular
9576,SuperHost Studio Sukhumvit BTS Nana 5min 200M Wifi,Khlong Toei,13.73681,100.55233,Entire home/apt,2986,1,19,1.99,3,19,Short-Term,popular
9577,P1 Silom Pan large room full kitchen WIFI 4-6pax,Bang Rak,13.72312,100.52326,Entire home/apt,1385,1,6,0.16,15,0,Short-Term,not_popular
9578,Airee 1100 : 5 bedrooms apartment at MRT Sutthisan,Din Daeng,13.78836,100.56948,Entire home/apt,9463,2,7,0.19,9,2,Short-Term,not_popular
9579,M19周末市场/尚泰购物城区/温馨两室一厅/泳池健身房/附近24小时便利店/MRT地铁站双条车/安保,Din Daeng,13.79669,100.57079,Entire home/apt,1800,300,0,0.0,13,0,Long-Term,not_popular
9580,Peaceful Apart. | City View | Thonglor BTS | Wifi,Vadhana,13.74225,100.58622,Entire home/apt,2000,2,1,0.03,1,0,Short-Term,not_popular
9581,":The quintessential Bangkok experience awaits""",Phaya Thai,13.77367,100.53595,Private room,5000,1,0,0.0,4,0,Short-Term,not_popular
9582,New Condo+BTS S9+Nice View+Shopping mall+gym+pool,Thon buri,13.71795,100.48628,Entire home/apt,860,7,1,0.03,1,0,Short-Term,not_popular
9583,Amenities you deserve and lease rates you'll love.,Vadhana,13.73625,100.60022,Entire home/apt,699,2,1,0.03,1,0,Short-Term,not_popular
9584,30days! Sukhumvit NANA spacious 1BR  near BTS ARL,Ratchathewi,13.75086,100.55424,Entire home/apt,1466,3,40,1.07,228,25,Short-Term,not_popular
9585,Sukhumvit 39/ Large room/Central of Bkk,Vadhana,13.74264,100.57452,Entire home/apt,3300,15,0,0.0,1,0,Short-Term,not_popular
9586,FREE Airport Pick Up/Entire Home/4BR/Near Wat Arun,Bangkok Yai,13.74041,100.47934,Entire home/apt,7086,4,2,0.06,1,0,Short-Term,not_popular
9587,Modern studio close to BTS and shopping malls,Khlong Toei,13.725512,100.5662,Entire home/apt,1275,20,12,0.33,2,4,Short-Term,not_popular
9588,Simple and Easy - No cleaning fees surcharge,Phra Khanong,13.69829,100.60633,Entire home/apt,887,1,0,0.0,1,0,Short-Term,not_popular
9589,Monthly Stay♥1BR /Rooftop Pool+Yoga+Netflix-5m BTS,Khlong Toei,13.72625,100.56655,Entire home/apt,1799,30,11,0.31,37,3,Long-Term,not_popular
9590,Mono House @ Sukhumvit65 from BTS Phra Kanong 600m,Vadhana,13.72009,100.58874,Entire home/apt,6413,2,17,0.46,32,9,Short-Term,not_popular
9591,C03 学院风浓郁、跨文化风格公寓/Multicultural&Relaxing condo,Khlong Toei,13.7183,100.56945,Private room,990,3,3,0.08,27,1,Short-Term,not_popular
9592,"20% off Long Stay, Balcony, Amenity-Packed Comfort",Din Daeng,13.77711,100.55987,Private room,800,1,9,0.26,3,3,Short-Term,not_popular
9593,Double DD House,Din Daeng,13.78731,100.57386,Private room,750,1,0,0.0,1,0,Short-Term,not_popular
9594,Charming loft room for 2 in Ari/BKK view rooftop,Phaya Thai,13.77428,100.53369,Private room,1214,1,1,0.03,12,0,Short-Term,not_popular
9595,New!  La Chada Night Market studio 2PPL near MRT,Huai Khwang,13.77105,100.58028,Entire home/apt,1000,1,9,0.25,228,0,Short-Term,not_popular
9596,★Cozy Studio★BTS Asok/MRT Sukhumvit/Terminal 21★,Khlong Toei,13.73482,100.55731,Entire home/apt,1591,5,22,0.63,56,19,Short-Term,not_popular
9597,บ้านกลางเมือง เดอะปารีส,Bang Kapi,13.7526,100.65364,Entire home/apt,2390,3,0,0.0,1,0,Short-Term,not_popular
9598,VK mansion (5 minute walk to MRT) 1,Din Daeng,13.76842,100.56798,Private room,650,1,1,0.03,2,0,Short-Term,not_popular
9599,Entire House for 10 ★Siam/Pratunam★2 mins to BTS,Ratchathewi,13.75643,100.53185,Entire home/apt,3750,2,78,2.1,4,57,Short-Term,popular
9600,"F02 - Family Hub - 4 Adults @ Pratunam, Bangkok",Ratchathewi,13.75541,100.53668,Private room,3000,1,1,0.03,9,0,Short-Term,not_popular
9601,Centric Scene,Bang Sue,13.829,100.53215,Private room,1385,1,0,0.0,4,0,Short-Term,not_popular
9602,MRT Bang o 湄南河景天空无边泳池公寓（NO.5）,Bang Phlat,13.80005,100.50789,Entire home/apt,420,30,2,0.06,11,0,Long-Term,not_popular
9603,MRT Bang-o，湄南河景40楼天际无边泳池公寓（NO.6）,Bang Phlat,13.79867,100.50732,Entire home/apt,420,30,1,0.03,11,0,Long-Term,not_popular
9604,Stylish Pool & Garden view apartment  +airport,Bang Na,13.66121,100.65057,Entire home/apt,900,3,5,0.14,13,4,Short-Term,not_popular
9605,Nice Triple Room near BTS SaphanKwai and JJ Market,Phaya Thai,13.79097,100.55241,Private room,1000,1,1,0.03,4,0,Short-Term,not_popular
9606,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.7503,100.55425,Entire home/apt,1466,3,15,0.4,228,3,Short-Term,not_popular
9607,LoveBangkok民宿 市中心Silom高级公寓 双轻轨/地铁旁（全套乳胶寝具）,Bang Rak,13.72714,100.52926,Entire home/apt,1172,1,6,0.16,4,0,Short-Term,not_popular
9608,New!  La Chada Night Market studio 2PPL near MRT,Huai Khwang,13.77161,100.5785,Entire home/apt,1000,1,16,0.43,228,0,Short-Term,not_popular
9609,delightful tiny house 3 bedroom with free wifi.,Bang Phlat,13.77638,100.49647,Private room,2000,1,1,0.12,3,1,Short-Term,not_popular
9610,Newly Renovated Peaceful 1 BR• Near BTS Ari,Phaya Thai,13.78395,100.54754,Entire home/apt,1569,1,10,0.27,11,6,Short-Term,not_popular
9611,Huafeng•Mar.03/bangkok city/loft /swiming pool,Sathon,13.71035,100.52103,Entire home/apt,1500,1,29,0.77,29,8,Short-Term,not_popular
9612,"☆ Max12 persons☆7-10 mins from BTS,WIFI,StreetFood",Vadhana,13.71501,100.59541,Entire home/apt,3859,2,20,0.53,2,12,Short-Term,not_popular
9613,Kory Place,Suanluang,13.74278,100.63241,Private room,1628,1,0,0.0,7,0,Short-Term,not_popular
9614,5 Stars View 2nd - 1 Bedroom +living room +balcony,Bang Phlat,13.78189,100.49948,Entire home/apt,2000,2,14,0.38,2,5,Short-Term,not_popular
9615,Private Room With Window,Ratchathewi,13.75453,100.53295,Private room,800,1,1,0.58,5,1,Short-Term,not_popular
9616,blossom舒适两床/摩天轮夜市周边/老码头/环境优美/阳台/surasakBTS@sathon,Sathon,13.71005,100.52123,Private room,620,200,1,0.03,13,0,Long-Term,not_popular
9617,花逢Hua Feng JAN.19/ Bangkok city loft/For2-4people,Sathon,13.71098,100.52036,Entire home/apt,1757,1,40,1.07,29,13,Short-Term,not_popular
9618,Vtara两室一厅/地铁站免费接驳车曼谷中心城区/nana商圈/泳池健身房/伊卡迈街区/24小时安保,Khlong Toei,13.71705,100.57517,Entire home/apt,3300,300,0,0.0,13,0,Long-Term,not_popular
9619,"Family Suite -2Bedrooms, I Residence Hotel Sathorn",Sathon,13.72254,100.53703,Private room,5000,1,1,0.03,9,0,Short-Term,not_popular
9620,1Bed+1Living rm. Spacious BTS Ratchadamri Station,Parthum Wan,13.7343,100.54221,Entire home/apt,2090,14,12,0.32,7,9,Short-Term,not_popular
9621,"New room near city center, Siam paragon, mbk",Ratchathewi,13.75249,100.5285,Entire home/apt,2814,3,8,0.22,1,1,Short-Term,not_popular
9622,"2Minutes walk toBTS Ratchathewi, Pratunam/Siam/MBK",Ratchathewi,13.7527,100.52916,Entire home/apt,1171,1,15,0.4,39,0,Short-Term,not_popular
9623,Superior Room - I Residence Hotel Sathorn,Sathon,13.72254,100.53693,Private room,1500,1,0,0.0,9,0,Short-Term,not_popular
9624,"Junior Suite-1Living Room,I Residence Hotel Sathon",Sathon,13.72059,100.53893,Private room,2500,1,0,0.0,9,0,Short-Term,not_popular
9625,Love​ly​ ​Room​,Rat Burana,13.67618,100.51988,Entire home/apt,1200,2,1,0.03,1,0,Short-Term,not_popular
9626,New!  La Chada Night Market 1BR 2PPL near MRT,Huai Khwang,13.77198,100.57848,Entire home/apt,1057,1,7,0.19,228,0,Short-Term,not_popular
9627,New!  La Chada Night Market studio 2PPL near MRT,Huai Khwang,13.77159,100.58038,Entire home/apt,1000,1,9,0.24,228,0,Short-Term,not_popular
9628,Private Without Window - Rabbit on the Beach,Ratchathewi,13.75572,100.53303,Private room,800,1,0,0.0,5,0,Short-Term,not_popular
9629,Private Without Window,Ratchathewi,13.75592,100.53412,Private room,800,1,0,0.0,5,0,Short-Term,not_popular
9630,Charming 1BD near BTS Thonglor Japanese Onsen 2,Khlong Toei,13.7215871,100.5793354,Private room,1260,1,10,1.91,12,10,Short-Term,popular
9631,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Ratchathewi,13.75113,100.55498,Entire home/apt,2476,3,19,0.51,99,11,Short-Term,not_popular
9632,NEW!Luxury2Br Tigerpenthouse Riverview-Netflix-BTS,Sathon,13.71566,100.51793,Entire home/apt,5962,30,9,0.24,2,0,Long-Term,not_popular
9633,Cozy & Comfy 2 Bunk-Beds Room for 4 People @SNAP,Ratchathewi,13.7507,100.52969,Shared room,1400,1,1,0.03,2,0,Short-Term,not_popular
9634,7F37#Weekly・Gym&Pool&BTS Nana&MRT Sukhumvit&Max4,Vadhana,13.74596,100.55598,Entire home/apt,4771,7,34,0.94,49,12,Short-Term,not_popular
9635,温馨舒适的家/cozy and clean  /可住3成人/乳胶寝具 / infinity pool,Huai Khwang,13.77085,100.58292,Entire home/apt,1244,100,14,0.38,2,0,Long-Term,not_popular
9636,Mystery Hostel l: Deluxe 10 Bred Mix Dormitory,Phra Nakhon,13.75753,100.49709,Shared room,303,1,2,0.05,4,1,Short-Term,not_popular
9637,豪華3房/大泳池/BTS Bang Chak/wifi,Phra Khanong,13.69248,100.60035,Entire home/apt,3900,1,2,0.06,12,0,Short-Term,not_popular
9638,One Condo Ratchada- Latprao/ 5m walk MRT,Din Daeng,13.79874,100.57305,Entire home/apt,1650,1,0,0.0,1,0,Short-Term,not_popular
9639,Vtara一室一厅/地铁站免费接驳车/曼谷中心城区/通罗站bts/泳池健身房/伊卡迈街区/nana圈,Khlong Toei,13.71615,100.57714,Entire home/apt,1350,300,2,0.05,13,0,Long-Term,not_popular
9640,"2 bed rooms condo Bangkok, near BTS Onnut, Airport",Suanluang,13.71449,100.64256,Entire home/apt,1164,2,32,0.9,1,22,Short-Term,not_popular
9641,Loft Room in Prime Sathorn/near BTS(room3a),Sathon,13.71414,100.52748,Private room,690,2,52,1.41,9,7,Short-Term,not_popular
9642,Private Single Studio + Coworking space,Din Daeng,13.75745,100.56405,Private room,1164,1,2,0.06,4,1,Short-Term,not_popular
9643,Private Double Studio + Coworking Space,Din Daeng,13.75907,100.56505,Private room,1379,1,1,0.03,4,0,Short-Term,not_popular
9644,The local-guestroom in Huatakhe,Lat Krabang,13.720785140991213,100.7907485961914,Private room,600,2,2,0.13,1,1,Short-Term,not_popular
9645,Clean & Comfort Bed in Mixed Dormitory + Coworking,Din Daeng,13.75631,100.56403,Shared room,471,1,0,0.0,4,0,Short-Term,not_popular
9646,45 sqm. 1BR w/River View&Outdoor Pool walk>BTS&MRT,Phasi Charoen,13.7181,100.45523,Entire home/apt,1399,28,21,0.57,2,5,Long-Term,not_popular
9647,First choice for home stay,Chom Thong,13.69651,100.46803,Entire home/apt,1190,1,0,0.0,1,0,Short-Term,not_popular
9648,4Fun poker houseBKK for players,Phaya Thai,13.79078,100.55555,Private room,1558,7,0,0.0,1,0,Short-Term,not_popular
9649,Teegether Hostel,Ratchathewi,13.75693,100.53024,Private room,1450,1,0,0.0,1,0,Short-Term,not_popular
9650,BTS Asok&MRT New Luxury Private Room (VOQUE),Khlong Toei,13.72829,100.56127,Private room,2700,3,1,0.03,1,0,Short-Term,not_popular
9651,N.151 | 46 SQM studio suite next to Novotel Hotel,Khlong Toei,13.73932,100.5531,Entire home/apt,1063,1,34,0.92,3,15,Short-Term,not_popular
9652,"New condo, close to BTS bang-aor station",Bang Phlat,13.79911,100.50799,Entire home/apt,600,29,0,0.0,2,0,Long-Term,not_popular
9653,THE GRAND LUXURY SUITE:2BR2WC/HIGH FLOOR/Netflix,Huai Khwang,13.75996,100.56889,Entire home/apt,5786,1,13,0.46,44,9,Short-Term,not_popular
9654,Moon 09近BTS On nut/花园泳池/健身房/WiFi/机场/商场/市中心/网红,Khlong Toei,13.70752,100.59972,Entire home/apt,600,90,2,0.05,19,0,Long-Term,not_popular
9655,曼谷之家/最佳中文房东/可容纳3成人/网红火车夜市/独家全套乳胶寝具/中文电视直播/无边泳池,Huai Khwang,13.77123,100.58196,Entire home/apt,4975,100,2,0.06,2,0,Long-Term,not_popular
9656,THE WHITE EMPEROR LUXURY :1 BR /BIG /POOL /MRT,Huai Khwang,13.7603,100.56863,Entire home/apt,2386,1,18,0.54,44,1,Short-Term,not_popular
9657,Stay in Bangkok,Bang Kapi,13.80165,100.61799,Entire home/apt,346,2,5,0.18,3,4,Short-Term,not_popular
9658,THE PERFECT LUXURY SIGNATURE 1BR/WIFI/MRT,Huai Khwang,13.75367,100.57461,Entire home/apt,1486,2,17,1.1,44,13,Short-Term,not_popular
9659,Sapphirehotel Economy Double Room Silom Bangkok,Bang Rak,13.72834,100.53531,Private room,1300,1,0,0.0,1,0,Short-Term,not_popular
9660,(SKV23)Budget Private Room for 10 near BTS/MRT,Vadhana,13.73973,100.56666,Private room,2500,1,1,0.03,1,0,Short-Term,not_popular
9661,"5 Stars view,3rd - 1 bedroom +living room +balcony",Bang Phlat,13.78032,100.49848,Entire home/apt,2000,2,16,0.43,2,4,Short-Term,not_popular
9662,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73402,100.55857,Entire home/apt,2243,1,18,0.49,49,3,Short-Term,not_popular
9663,Private Cozy & Comfy Quad with Wonderful Breakfast,Phra Nakhon,13.74797,100.49705,Private room,2426,1,0,0.0,24,0,Short-Term,not_popular
9664,Modern luxury 1 BR | Sky pool | Big garden,Khlong Toei,13.72634,100.56596,Entire home/apt,1050,1,35,0.97,12,9,Short-Term,not_popular
9665,Luxury condo near terminal21 bts mrt free pickup中文,Vadhana,13.73872,100.5618,Entire home/apt,3357,1,51,1.39,12,28,Short-Term,not_popular
9666,ใจกลางกรุงเทพ,Vadhana,13.74128,100.58436,Entire home/apt,1500,2,0,0.0,1,0,Short-Term,not_popular
9667,Monthly★1BR w/Bathtub+Outdoor Pool-5m MRT&Markets,Chatu Chak,13.80401,100.57837,Entire home/apt,1220,28,17,0.48,3,7,Long-Term,not_popular
9668,Jintana Residence @Ari 09,Phaya Thai,13.77349,100.53423,Private room,678,1,9,0.24,11,0,Short-Term,not_popular
9669,Omnitower cozy apartment nana 27 th floor good view,Khlong Toei,13.73661,100.55233,Entire home/apt,1917,1,21,0.57,7,5,Short-Term,not_popular
9670,FREE PICK UP&DROP STAY BETWEEN 8AM-6PM BKK AIRPORT,Lat Krabang,13.72075,100.76602,Private room,1030,1,13,0.36,3,5,Short-Term,not_popular
9671,2BR！New! Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.73593,100.55712,Entire home/apt,4486,1,30,0.81,99,23,Short-Term,not_popular
9672,New!Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.73453,100.55716,Entire home/apt,3086,1,15,0.41,99,14,Short-Term,not_popular
9673,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Ratchathewi,13.75096,100.55574,Entire home/apt,2527,3,11,0.3,99,5,Short-Term,not_popular
9674,2 Bedroom / perfect stay quite near Bumrungrad,Vadhana,13.74533,100.55377,Entire home/apt,2000,2,0,0.0,7,0,Short-Term,not_popular
9675,New Relaxing Studio with Oriental Touch near BTS,Phaya Thai,13.78273,100.54839,Entire home/apt,1665,1,34,0.92,11,18,Short-Term,not_popular
9676,F05暹罗中心四面佛/水门市场/37F pool/五星级私人电梯/3mins to BTS/中文服务,Parthum Wan,13.74587,100.53498,Entire home/apt,2000,3,10,0.27,2,0,Short-Term,not_popular
9677,Thonglor/ Best location/ 55sqm,Khlong Toei,13.7277,100.57138,Entire home/apt,3260,1,1,0.03,1,0,Short-Term,not_popular
9678,"T2 ☆ Modern w/ Terrace ☆ (2 queen , 1 Sofa bed)",Ratchathewi,13.75352,100.53751,Private room,3259,1,29,0.77,12,8,Short-Term,not_popular
9679,Private room for Female - Rabbit Hole,Ratchathewi,13.75391,100.53423,Private room,800,1,1,0.03,5,0,Short-Term,not_popular
9680,Hidden Gem Luna 2 Bedroom Near Bts Phomphong,Khlong Toei,13.72611,100.56689,Private room,1580,2,15,0.41,13,10,Short-Term,not_popular
9681,❤️BTS 300m_Monthly Special Price_WorkFromHome_7-11,Vadhana,13.72553,100.58145,Entire home/apt,9954,1,35,0.94,6,18,Short-Term,not_popular
9682,Hidden Emerald studio room Near Bts Phomphong,Khlong Toei,13.7264,100.56659,Entire home/apt,1206,2,14,0.38,13,3,Short-Term,not_popular
9683,"Near BITEC Bangna, City Centre, Bangkok (8 guests)",Bang Na,13.66689,100.6231,Entire home/apt,2500,1,7,0.19,1,4,Short-Term,not_popular
9684,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.74901,100.55491,Entire home/apt,1466,3,45,1.21,99,13,Short-Term,not_popular
9685,曼谷素坤逸24街豪华公寓/ 屋顶泳池.健身房/BTS彭蓬站/T21商场/四面佛/暹罗商场/火车夜市+,Khlong Toei,13.72489,100.56779,Entire home/apt,1830,2,13,0.35,22,7,Short-Term,not_popular
9686,sky pool/Sukhumvit/Prom Prong/asok/Terminal 21/gym,Vadhana,13.7341,100.56699,Entire home/apt,2845,1,15,0.41,99,4,Short-Term,not_popular
