,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay,popularity
9687,คอนโด ศุภาลัย ปาร์ค แยกเกษตร,Chatu Chak,13.83762,100.58009,Entire home/apt,600,30,0,0.0,1,0,Long-Term,not_popular
9688,BRIGHT STAR STUDIO /ASOKE /BTS /SHOPPING MALL,Vadhana,13.73789,100.55937,Entire home/apt,2286,2,31,1.1,44,21,Short-Term,not_popular
9689,❤️HIGH FLOOR ❤️STATE TOWER❤️Sky Bar❤️Luxury Room❤️,Bang Rak,13.72073,100.51817,Entire home/apt,3856,2,1,0.03,8,0,Short-Term,not_popular
9690,Friendly Host-Shopaholic Center-Photogenic Space,Parthum Wan,13.74897,100.53879,Entire home/apt,2403,2,35,0.94,1,23,Short-Term,not_popular
9691,"Your Perfect Stay in the Heart of Silom, Bangkok",Bang Rak,13.72477,100.5366,Entire home/apt,4100,1,0,0.0,1,0,Short-Term,not_popular
9692,Sathon Happyland Condo,Sathon,13.71613,100.52847,Private room,2700,2,0,0.0,2,0,Short-Term,not_popular
9693,SPACIOUS LUXURIOUS APARTMENT : 2 BR /WIFI /MRT,Huai Khwang,13.75941,100.568,Entire home/apt,3286,1,22,0.7,44,13,Short-Term,not_popular
9694,Loft and Modern Room with 5* Comfort Close(1a),Sathon,13.7139,100.52653,Private room,521,1,10,0.27,9,7,Short-Term,not_popular
9695,"Baan No.45 (unit A), house in center of Bangkok",Phra Nakhon,13.75507,100.49943,Entire home/apt,2800,2,33,0.91,3,24,Short-Term,not_popular
9696,❤️twin bed in the middle of bkk city❤️,Phra Khanong,13.70314,100.60283,Entire home/apt,1700,1,1,0.03,1,0,Short-Term,not_popular
9697,LUXURIOUS WORTHY APARTMENT:2BR /WIFI /MRT,Din Daeng,13.76007,100.56604,Entire home/apt,3286,1,22,0.65,44,13,Short-Term,not_popular
9698,"Highrises 1bedrm 4gts@ BTS Bangna, Bitec, Poolview",Bang Na,13.67423,100.60517,Entire home/apt,850,5,11,0.3,1,9,Short-Term,not_popular
9699,Mystery Hostel,Phra Nakhon,13.7573,100.49733,Shared room,304,1,2,0.05,4,1,Short-Term,not_popular
9700,Ideal Stay within Nightlife of Sukhumvit Bangkok,Bang Rak,13.73113,100.51666,Private room,1800,1,1,0.03,10,0,Short-Term,not_popular
9701,One bedroom condo in On Nut,Vadhana,13.71129,100.60125,Entire home/apt,1100,7,13,0.35,1,5,Short-Term,not_popular
9702,❤️BRAND NEW❤HIGH FLOOR❤ BTS-MRTWifi Washingmachine,Chatu Chak,13.81249,100.56064,Entire home/apt,1685,1,16,0.43,12,7,Short-Term,not_popular
9703,Nicely decorated one bedroom close to Mall & MRT.,Bang Sue,13.80584,100.52758,Entire home/apt,500,90,0,0.0,4,0,Long-Term,not_popular
9704,周租9折 2大床住4人 网美泳池无敌景观 凌晨可入住 曼谷 New Landscape,Huai Khwang,13.75592,100.58396,Entire home/apt,1000,7,7,0.19,4,0,Short-Term,not_popular
9705,Wutthakat127•5stop to•ICONSIAM•Palace•Sathon,Chom Thong,13.71144,100.46006,Entire home/apt,4725,7,3,0.08,6,0,Short-Term,not_popular
9706,纯泰国本地人小区 5日88折无边泳池 可住5人火车夜市 曼谷新CBD RAMA9 凌晨可入住 RCA,Huai Khwang,13.75096,100.59687,Entire home/apt,1580,30,5,0.13,4,0,Long-Term,not_popular
9707,T4 ☆2 BDs Ensuite w/Private Garden☆ Living,Ratchathewi,13.75426,100.53707,Private room,5068,1,20,0.54,12,6,Short-Term,not_popular
9708,HOT DEAL Amazing RiverView Old town 5minBTS SKYBAR,Bang Rak,13.72121,100.51721,Entire home/apt,3595,30,45,1.22,3,0,Long-Term,not_popular
9709,Cozy Quiet Room near BTS Bangchak WiFi Pool GYM,Phra Khanong,13.69922,100.61443,Entire home/apt,399,30,20,0.54,1,7,Long-Term,not_popular
9710,The Treasure (Silom),Bang Rak,13.72272,100.52412,Entire home/apt,1200,30,4,0.11,1,0,Long-Term,not_popular
9711,日本高级住宅区Ekkamai /后花园/1.8大床/泳池健身/紧邻网红酒吧咖啡餐厅,Vadhana,13.73018,100.59233,Entire home/apt,1080,7,8,0.22,1,0,Short-Term,not_popular
9712,"15 Mins to Grand Palace, 3 mins to MRT,Wifi,Market",Bang Phlat,13.77953,100.4856,Entire home/apt,871,7,17,0.46,10,5,Short-Term,not_popular
9713,A25 温馨两房一厅+衣食住行方便/two bedrooms with a good view.,Khlong Toei,13.70484,100.59377,Private room,1184,30,1,0.18,27,1,Long-Term,not_popular
9714,A penthouse room at Supalai Premier Asoke(37th Fl),Huai Khwang,13.74954,100.56456,Entire home/apt,1200,30,0,0.0,1,0,Long-Term,not_popular
9715,Private apartment unit for 2-3 persons,Suanluang,13.711642,100.606834,Entire home/apt,879,1,13,0.36,3,10,Short-Term,not_popular
9716,New Designer 1BR for Family • Top Floor • BTS Ari,Phaya Thai,13.78154,100.54925,Entire home/apt,1754,1,38,1.04,11,26,Short-Term,not_popular
9717,Friendly Stay near Chinatown Sukhumvit Bangkok,Bang Rak,13.73113,100.51666,Private room,2999,1,0,0.0,10,0,Short-Term,not_popular
9718,Alcohol disinfects the room.Safety. Rest assured,Huai Khwang,13.78103,100.57393,Entire home/apt,926,1,5,0.14,6,0,Short-Term,not_popular
9719,"2 Mins walk BTS. 6pplwalk Siam, MBK,CTW,WaterGate",Ratchathewi,13.75272,100.52987,Entire home/apt,1429,1,2,0.06,39,1,Short-Term,not_popular
9720,ProsamgolfHouse,Lat Phrao,13.82318,100.61103,Private room,5000,2,0,0.0,3,0,Short-Term,not_popular
9721,A27 超方便单人间，东西齐全可做饭/super nice studio for 2 people,Khlong Toei,13.70361,100.59453,Private room,650,30,4,0.11,27,0,Long-Term,not_popular
9722,"Accommodation in the city center, Ratchada Ladprao",Chatu Chak,13.80542,100.57713,Entire home/apt,550,90,4,0.11,1,2,Long-Term,not_popular
9723,Single Room 105,Don Mueang,13.92198,100.58613,Private room,500,1,0,0.0,6,0,Short-Term,not_popular
9724,Ekkamai❤1 BTS stop to Thong Lor (night life),Khlong Toei,13.7135,100.58325,Entire home/apt,790,2,16,0.44,3,13,Short-Term,not_popular
9725,Q❷市中心46方一房一厅！顶楼360度无边游泳池！BTS+机场快线+步行四面佛、暹罗广场、杰特宁医院,Ratchathewi,13.749319,100.543892,Entire home/apt,1710,28,16,0.44,10,2,Long-Term,not_popular
9726,曼谷低层舒适公寓，素坤威逸路77号,Suanluang,13.71077,100.60346,Entire home/apt,900,10,16,0.44,1,11,Short-Term,not_popular
9727,Q❶曼谷市中心两房一厅！顶楼360度无边游泳池！BTS+机场快线+步行四面佛、暹罗广场、杰特宁医院,Parthum Wan,13.74896,100.54307,Entire home/apt,8000,28,5,0.14,10,0,Long-Term,not_popular
9728,"Sathorn sunsets! Convenient to BTS, peaceful!",Bang Kho laen,13.6959,100.52435,Private room,1250,1,0,0.0,2,0,Short-Term,not_popular
9729,一键医♥city center/网红点火车夜市/near MRT/POOL/WIFI/GYM/辉煌,Din Daeng,13.78099,100.57328,Entire home/apt,2418,1,5,0.14,1,0,Short-Term,not_popular
9730,ESTA.Bliss Condo มีนบุรี (เอ็กตร้าบลิซ คอนโด),Min Buri,13.80003,100.71453,Private room,999,7,7,0.19,1,0,Short-Term,not_popular
9731,Real Single home/7eleven /free E-bike/ 150m Wifi/,Huai Khwang,13.7928,100.58351,Entire home/apt,600,3,33,0.9,1,13,Short-Term,not_popular
9732,Relax Living in Bangkok/5mins to MRT Phetkasem 48,Phasi Charoen,13.71553,100.44839,Entire home/apt,793,30,0,0.0,1,0,Long-Term,not_popular
9733,Royale8ville,Phra Nakhon,13.76409,100.50357,Private room,1000,1,1,0.03,1,0,Short-Term,not_popular
9734,A feel like home studio cozy & relax place room #3,Phra Nakhon,13.75511,100.49793,Private room,800,1,5,0.14,4,0,Short-Term,not_popular
9735,Condo near BTS Ekamai,Khlong Toei,13.71159,100.58349,Private room,535,30,0,0.0,2,0,Long-Term,not_popular
9736,Nine Cafe' Hostel Travel,Phra Nakhon,13.75966,100.49698,Private room,2100,1,0,0.0,1,0,Short-Term,not_popular
9737,Cozy & Comfy Bunk-Bed Room for 2 People @S'NAP,Ratchathewi,13.75084,100.5293,Shared room,850,1,0,0.0,2,0,Short-Term,not_popular
9738,Sukhumvit soi64 Elio Del Ray Near BTS Udomsuk Pool,Phra Khanong,13.68471,100.60429,Entire home/apt,580,30,3,0.08,1,0,Long-Term,not_popular
9739,My place in Aree zone. Lots of cafe and restaurant,Phaya Thai,13.78421,100.53743,Private room,1500,1,0,0.0,1,0,Short-Term,not_popular
9740,Charming 7-Bedroom for 20 persons/BKK view rooftop,Phaya Thai,13.77422,100.53331,Private room,10000,1,3,0.08,12,1,Short-Term,not_popular
9741,"116 Sukhumvit22, BTS&MRT Phrompong/Asok, NETFLIX,2",Khlong Toei,13.72529,100.5658,Entire home/apt,1200,1,34,0.91,4,19,Short-Term,not_popular
9742,Baan Bobaimai Unit 1,Saphan Sung,13.7544,100.69997,Private room,400,2,6,1.18,3,6,Short-Term,not_popular
9743,Baan bobaimai Unit 2,Saphan Sung,13.77866,100.67217,Entire home/apt,400,2,3,0.09,3,2,Short-Term,not_popular
9744,Charming room for 2 in Ari /BKK view rooftop,Phaya Thai,13.77296,100.53383,Private room,1057,1,1,1.0,12,1,Short-Term,not_popular
9745,T5 ☆2 BD En Suite  w/private garden☆ (3 Queen),Ratchathewi,13.75427,100.53709,Private room,5295,1,17,0.46,12,3,Short-Term,not_popular
9746,T3 ☆ 2 BD En-suite with Bathtub ☆ Living,Ratchathewi,13.75427,100.53707,Private room,3604,1,28,0.75,12,9,Short-Term,not_popular
9747,☆Duplex 3BDs w/ spacious living☆ PRATUNAM | uptp 7,Ratchathewi,13.75424,100.53707,Private room,6495,1,54,1.45,12,13,Short-Term,not_popular
9748,"T7 ☆ Family Suite upto 6 w/Game☆ , Dining, Living",Ratchathewi,13.75425,100.53709,Private room,5590,1,31,0.83,12,10,Short-Term,not_popular
9749,"T9 ☆ Family Suite ☆  (upto 8) with 100"" Projector",Ratchathewi,13.75489,100.53604,Private room,5800,1,30,0.81,12,15,Short-Term,not_popular
9750,Norch's Hostel : 2-Beds Private Bathroom,Phra Nakhon,13.76218,100.50175,Private room,420,1,2,1.62,3,2,Short-Term,not_popular
9751,Cozy condo in Bangkok with amazing view,Suanluang,13.71058,100.60473,Entire home/apt,870,14,3,0.09,1,2,Short-Term,not_popular
9752,Norch's Hostel : 3-Beds / 2-Share Bathroom,Phra Nakhon,13.76271,100.50172,Private room,600,1,0,0.0,3,0,Short-Term,not_popular
9753,T10 ☆Family Studio☆  (upto 6) w/ Private Rooftop,Ratchathewi,13.75427,100.53709,Private room,3408,1,12,0.32,12,4,Short-Term,not_popular
9754,Norch's Hostel : 2-Beds / 2-Share Bathroom,Phra Nakhon,13.76215,100.50159,Private room,550,2,0,0.0,3,0,Short-Term,not_popular
9755,"T8 ☆ Family Suite (upto 6) ☆ DIning, Living",Ratchathewi,13.75425,100.5371,Private room,5445,1,29,0.78,12,16,Short-Term,not_popular
9756,"LPN sukhumvit,.by Khamwin3",Suanluang,13.71263,100.60446,Entire home/apt,1212,30,1,0.03,2,0,Long-Term,not_popular
9757,400Baht/Night | Free WIFI | Superking Size Bed [2],Thung khru,13.65129,100.5063,Private room,350,1,0,0.0,2,0,Short-Term,not_popular
9758,BTS Bang Chak/comfor/Wifi/1Bed Room,Phra Khanong,13.69069,100.60156,Entire home/apt,950,1,2,0.05,12,0,Short-Term,not_popular
9759,Regent Home 7 (Bangna area),Bang Na,13.67316,100.60707,Private room,600,6,6,0.17,10,3,Short-Term,not_popular
9760,Clean and spacious studio in Bangna #9/2,Bang Na,13.66784,100.65166,Entire home/apt,525,5,6,0.17,4,3,Short-Term,not_popular
9761,29/F MRT/BTS 5 mins -Chatuchak Flat with Big Pool,Chatu Chak,13.81057,100.55898,Entire home/apt,1554,3,19,0.53,2,16,Short-Term,not_popular
9762,Budget Double Room with Shared Bathroom,Pom Prap Sattru Phai,13.74456,100.51477,Private room,1007,1,1,0.27,3,1,Short-Term,not_popular
9763,【KES03】 New CBD + MRT RAMA 9 +Free WIFI,Din Daeng,13.76357,100.56508,Entire home/apt,1200,30,0,0.0,4,0,Long-Term,not_popular
9764,"Charming little 1 BR APT-Lumpini MRT,Sathon-Center",Sathon,13.7204,100.54777,Entire home/apt,1500,1,6,0.17,29,4,Short-Term,not_popular
9765,Thonglor Condo for yearly rent,Khlong Toei,13.71657,100.57699,Entire home/apt,800,90,1,0.03,4,0,Long-Term,not_popular
9766,Skybath 2 Bedroom apt in city center-Lumpini MRT,Sathon,13.71902,100.54752,Entire home/apt,3067,1,12,0.33,29,6,Short-Term,not_popular
9767,Next to ramoumheang station,Suanluang,13.74552,100.6004,Entire home/apt,1700,1,0,0.0,1,0,Short-Term,not_popular
9768,A feel like home studio cozy & relax place room #1,Phra Nakhon,13.75562,100.49797,Private room,800,1,7,0.19,4,0,Short-Term,not_popular
9769,Sararn Ville Condo,Bang Kapi,13.78489,100.64298,Entire home/apt,470,30,0,0.0,1,0,Long-Term,not_popular
9770,Newly Renovated Vibrant Studio🔹City View 🔹BTS Ari,Phaya Thai,13.78226,100.54717,Entire home/apt,1531,1,38,1.07,11,28,Short-Term,not_popular
9771,Charming loft room for 3 in Ari/BKK view rooftop,Phaya Thai,13.77645,100.53366,Private room,1400,1,0,0.0,12,0,Short-Term,not_popular
9772,Cozy Luxury Condominium@very convenience location,Parthum Wan,13.7359,100.54993,Private room,1558,5,0,0.0,1,0,Short-Term,not_popular
9773,DMK free airport pickup★Free Local Market Tour★B&B,Don Mueang,13.91474,100.58969,Private room,1470,2,4,0.11,3,0,Short-Term,not_popular
9774,(SUBWAY)MRT_HuaiKhwang walk 10sec /  Luxury condo,Huai Khwang,13.77801,100.57413,Entire home/apt,1811,3,11,0.3,5,6,Short-Term,not_popular
9775,❤️BRANDNEWCONDO❤️NEW ROOM❤NEAR BTS MRT❤️ JJ MKT❤️,Chatu Chak,13.8123,100.56054,Entire home/apt,1728,3,17,0.46,8,5,Short-Term,not_popular
9776,Hidden Gem Cozy private bedroom near Bts Phomphong,Khlong Toei,13.72443,100.56658,Entire home/apt,1402,2,39,1.07,13,28,Short-Term,not_popular
9777,Micky Mouse Room,Phra Nakhon,13.763559,100.500092,Private room,594,1,2,0.06,5,0,Short-Term,not_popular
9778,"Studio with pool/fitness, kitchen, washer near BTS",Parthum Wan,13.74622,100.54878,Entire home/apt,950,2,6,0.17,1,1,Short-Term,not_popular
9779,"1 Stadio, Airport Link Huamak.机场快线附近全新公寓，设施齐全",Suanluang,13.73494,100.64126,Entire home/apt,680,5,12,0.32,2,6,Short-Term,not_popular
9780,⭐️⭐️⭐️⭐️⭐️[BTS nearby] New Modern Design Condo🏝@Bearing,Bang Na,13.6626,100.60537,Entire home/apt,1080,1,45,1.22,4,22,Short-Term,not_popular
9781,Go​Goal​ Latkrabang​ delux​ queen size,Lat Krabang,13.71777,100.76563,Private room,650,1,6,2.09,2,6,Short-Term,popular
9782,"1Bed/Sky pool/Bangkok, BTS Phrom Phong",Khlong Toei,13.72432,100.56628,Entire home/apt,1169,1,35,1.0,12,22,Short-Term,not_popular
9783,5mins walk to Samyan Mitrtown & subway station,Bang Rak,13.73317,100.52762,Entire home/apt,1200,6,4,0.11,1,3,Short-Term,not_popular
9784,8F43#Monthly&Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74529,100.55501,Entire home/apt,3436,1,59,1.64,49,25,Short-Term,not_popular
9785,E1房走2分钟到Ekkmail BTS/getaway商场/超市/Ekkmail 汽车站/,Khlong Toei,13.71698,100.58406,Entire home/apt,2580,90,0,0.0,19,0,Long-Term,not_popular
9786,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.74944,100.55437,Entire home/apt,1466,3,26,0.71,49,10,Short-Term,not_popular
9787,30days! Sukhumvit NANA  2BR 4PPL near ARL&MRT,Ratchathewi,13.74904,100.55613,Entire home/apt,2527,3,11,0.3,49,2,Short-Term,not_popular
9788,1BR-CHILL & CLEAN-Phrakhanong BTS-漂亮的房子,Vadhana,13.72094,100.60322,Entire home/apt,583,1,57,1.58,11,18,Short-Term,not_popular
9789,Apartment located in HuayKwang with king size bed,Din Daeng,13.77966,100.57232,Entire home/apt,900,2,0,0.0,1,0,Short-Term,not_popular
9790,Nice 35sqm Condominium in CBD Ploenchit Station,Parthum Wan,13.73874,100.54867,Entire home/apt,1200,60,1,0.03,1,0,Long-Term,not_popular
9791,Deluxe Room At Mind Executive Suites in Pattaya,Phra Khanong,13.70341,100.60443,Private room,2078,2,0,0.0,1,0,Short-Term,not_popular
9792,■10min BKKairport■5min Skytrain■NearMarket&7-11,Lat Krabang,13.72243,100.72493,Entire home/apt,1089,3,25,0.67,1,0,Short-Term,not_popular
9793,1 Bed/Central World/Lumpini Park/Siam Paragon,Ratchathewi,13.75117,100.55634,Entire home/apt,1408,2,2,0.05,33,0,Short-Term,not_popular
9794,#B2 Private Room @Petra Boutique from DMK 5 min,Don Mueang,13.92504,100.59954,Private room,900,1,0,0.0,5,0,Short-Term,not_popular
9795,#B3  Twin Bedroom @Petra Boutique from DMK 5 min,Don Mueang,13.92526,100.5994,Private room,900,1,3,0.08,5,0,Short-Term,not_popular
9796,#B4 Twin Bedroom @Petra Boutique from DMK 5 min,Don Mueang,13.92474,100.59939,Private room,900,1,0,0.0,5,0,Short-Term,not_popular
9797,"MRTbang-o,湄南河景40楼天际无边泳池公寓（NO.7）",Bang Phlat,13.79901,100.5064,Entire home/apt,420,30,1,0.03,11,0,Long-Term,not_popular
9798,MRT Bang  o，湄南河景40楼天际无边泳池公寓（NO.8）,Bang Phlat,13.79661,100.50585,Entire home/apt,420,30,2,0.06,11,0,Long-Term,not_popular
9799,Jintana Residence @Ari 10,Phaya Thai,13.77361,100.53258,Private room,678,1,12,0.33,11,0,Short-Term,not_popular
9800,1 BR50sqm.@ Ekkamai 12 near Thonglor!,Vadhana,13.73108,100.58671,Entire home/apt,1300,1,5,0.93,3,5,Short-Term,not_popular
9801,New!Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.73394,100.55856,Entire home/apt,3268,1,11,0.3,99,8,Short-Term,not_popular
9802,"Traveler budget studio, 5min to skytrain",Bang Na,13.67923,100.61506,Entire home/apt,480,3,5,0.14,6,4,Short-Term,not_popular
9803,"PomPomHome@BangkokPattana ,3mins to BTS Bearing",Bang Na,13.66349,100.6256,Private room,1000,1,1,1.0,8,1,Short-Term,not_popular
9804,2BR！New! Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.73405,100.55886,Entire home/apt,4886,1,16,0.44,99,14,Short-Term,not_popular
9805,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73415,100.55847,Entire home/apt,4864,1,12,0.34,228,8,Short-Term,not_popular
9806,Siam Champs Elyseesi (Superior King - Room Only),Phra Nakhon,13.75489,100.5039,Private room,3935,1,0,0.0,8,0,Short-Term,not_popular
9807,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,Vadhana,13.73923,100.58967,Entire home/apt,1450,21,0,0.0,6,0,Short-Term,not_popular
9808,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,Vadhana,13.74104,100.59073,Entire home/apt,1500,21,1,1.0,6,1,Short-Term,not_popular
9809,Cozy 1 bed in Sukhumvit (28 sqm. 8FL.),Khlong Toei,13.70533,100.5926,Entire home/apt,800,14,3,0.33,1,3,Short-Term,not_popular
9810,LUXURY APT IN EKKAMAI/SUKHUMVIT/MONTHLY DISCOUNT,Vadhana,13.72972,100.58723,Entire home/apt,1450,21,6,0.16,6,4,Short-Term,not_popular
9811,Monthly#12F85#Pool&BTS Nana&MRT Sukhumvit&4ppl,Vadhana,13.74511,100.55663,Entire home/apt,3131,1,37,1.03,49,24,Short-Term,not_popular
9812,Near MRT / 7-11/  Rama 9/ (抖音网红) 火车夜市,Huai Khwang,13.79271,100.5752,Private room,900,1,3,0.08,12,0,Short-Term,not_popular
9813,8F44#Monthly#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74705,100.55664,Entire home/apt,3436,1,49,1.34,49,23,Short-Term,not_popular
9814,ห้องรวมหญิง  เตียงสองชั้น The Hattrick Hostel,Parthum Wan,13.74464,100.5233,Shared room,450,1,0,0.0,5,0,Short-Term,not_popular
9815,brand new! New CBD Apartments in Bangkok,Huai Khwang,13.76736,100.58692,Entire home/apt,1000,1,1,0.03,228,0,Short-Term,not_popular
9816,Private Room 100m. to Hua-Lamphong MRT station,Samphanthawong,13.73734,100.51437,Entire home/apt,2414,2,37,1.01,4,31,Short-Term,not_popular
9817,2 BR 80sqm.@ Ekkamai 12 near Thonglor!,Vadhana,13.73078,100.58823,Entire home/apt,2500,1,0,0.0,3,0,Short-Term,not_popular
9818,Asoke Top view luxury&convenience condo.,Vadhana,13.74084,100.55924,Entire home/apt,1500,60,7,0.2,1,4,Long-Term,not_popular
9819,haus32.,Chatu Chak,13.82325,100.54,Entire home/apt,5000,2,1,0.03,2,0,Short-Term,not_popular
9820,Icon Siam Suites @ BTS Skytrain (S10) Free WIFI,Thon buri,13.71776,100.48071,Entire home/apt,950,14,6,0.17,6,4,Short-Term,not_popular
9821,Fancy sky pool [MRT Bang O] 0米地铁 天际泳池,Bangkok Noi,13.75508,100.48155,Entire home/apt,350,60,3,0.11,2,0,Long-Term,not_popular
9822,D-❤️StateTower❤️High Floor❤️ SkyBar ❤️Luxury Room,Bang Rak,13.7218,100.51795,Entire home/apt,3856,2,10,0.27,4,5,Short-Term,not_popular
9823,5 floor near BITEC Bangna and BTS train in Bangkok,Bang Na,13.66321,100.61299,Entire home/apt,552,14,13,0.36,2,9,Short-Term,not_popular
9824,ห้องรวมชาย เตียงสองชั้น The Hattrick Hostel,Parthum Wan,13.74468,100.52328,Shared room,450,1,0,0.0,5,0,Short-Term,not_popular
9825,BTS Asoke Luxury @21Terminal@ Siam Center@EM@Nana,Vadhana,13.73754,100.56022,Entire home/apt,2423,30,8,0.22,1,0,Long-Term,not_popular
9826,Near The Grand Palace/ASOK Station/Sukhumvit#01,Khlong Toei,13.73548,100.559,Entire home/apt,2307,1,14,0.38,49,4,Short-Term,not_popular
9827,New!  La Chada Night Market 1BR 2PPL near MRT,Huai Khwang,13.77227,100.58154,Entire home/apt,1057,1,11,0.3,49,0,Short-Term,not_popular
9828,"Single room with private bath, walk to BTS & shops",Khlong Toei,13.71739,100.58738,Private room,480,1,3,0.4,9,3,Short-Term,not_popular
9829,"VTARA SUKHUMVIT 36
 CONDO，near BTS THONG LO，通罗附近",Khlong Toei,13.71646,100.57762,Entire home/apt,853,3,8,0.22,1,4,Short-Term,not_popular
9830,"Luxury condo at Thonglor, 1BR/1Bath/Big Balcony",Huai Khwang,13.74555,100.58366,Entire home/apt,950,1,5,0.14,2,1,Short-Term,not_popular
